record_id,stock_code,stock_name,asof_date,proto_0,proto_1,proto_2,proto_3,proto_4,proto_5,top_proto_id,top_proto_score
f28b37e410e91cba67ee44b2,000001.SZ,平安银行,2024-06-30,-0.19636893,0.38469958,-0.24043721,0.03335812,-0.3187756,0.13941938,1,0.38469958305358887
2dea52419497494e3eef3e55,000002.SZ,万科Ａ,2024-06-30,-0.19592415,0.33171085,-0.21105443,-0.009215499,-0.2853812,0.16754107,1,0.3317108452320099
af5793e2de7f474fa97a1423,000004.SZ,*ST国华,2024-06-30,-0.18293431,0.47841752,-0.43880785,-0.040584095,-0.20625912,0.102528356,1,0.4784175157546997
8014f5f3c51ecc864f8fc328,000006.SZ,深振业Ａ,2024-06-30,-0.1265229,0.18744054,-0.15275949,-0.015456025,-0.19937089,0.76289725,5,0.762897253036499
9099af5cfd533c6f9f238f86,000007.SZ,全新好,2024-06-30,-0.11903845,0.14217448,-0.08274494,0.0109469015,-0.17292367,0.07058232,1,0.14217448234558105
f03aa6d63a6fc2477cbd9a34,000008.SZ,神州高铁,2024-06-30,-0.015767783,0.32461706,-0.28482145,-0.12365398,-0.085930966,0.049028933,1,0.32461705803871155
1c905394b642b4e24793dbd8,000009.SZ,中国宝安,2024-06-30,0.55613434,-0.46373364,0.34877074,-0.19013882,0.3085653,-0.1378651,0,0.5561343431472778
8951c0aca9ea44f6e3e115d3,000010.SZ,美丽生态,2024-06-30,-0.22978082,0.50547856,-0.24968243,-0.06620256,-0.4093049,0.19047982,1,0.50547856092453
73448fc77cdaef5b4bd5edea,000011.SZ,深物业A,2024-06-30,-0.13602522,0.27622825,-0.18941198,-0.020397644,-0.22226898,0.12875284,1,0.27622824907302856
7fff06a537b980155f908aee,000012.SZ,南玻Ａ,2024-06-15,0.078249946,-0.20201279,0.20314737,-0.08432226,0.13659528,-0.05815951,2,0.20314736664295197
c4000ab4c04b96032aae4c38,000014.SZ,沙河股份,2024-06-30,-0.18876484,0.28734112,-0.17516354,-0.0060443264,-0.26657066,0.15888909,1,0.2873411178588867
cee56bdafbd718ee6c9d66ef,000016.SZ,深康佳Ａ,2024-06-30,0.005974736,0.08148232,-0.08338039,-0.1220001,0.037167102,0.08464645,5,0.08464644849300385
01d4957b819702b93ff9fc8f,000017.SZ,深中华A,2024-06-30,-0.09418673,0.045693725,0.03401931,0.05074894,-0.09330358,0.041503582,3,0.05074894055724144
0425a3501cc2040d1d44f3ee,000019.SZ,深粮控股,2024-06-30,-0.17274456,0.21474972,-0.08038911,0.14979206,-0.31121603,0.107311,1,0.21474972367286682
d816eeb452973f29dbef96b8,000020.SZ,深华发Ａ,2024-06-30,0.065219715,-0.31390086,0.12757966,-0.19869769,0.41632897,-0.07905029,4,0.41632896661758423
4ed57bef3ad34c62da495c38,000021.SZ,深科技,2024-06-30,0.17746522,-0.33416373,-0.013144419,-0.21977949,0.6136783,-0.16784187,4,0.6136782765388489
2dabeea54e4560da2868e7d6,000025.SZ,特力Ａ,2024-06-15,-0.13777414,0.23061042,-0.14104217,0.0040768953,-0.19684958,0.09492534,1,0.2306104153394699
b10893ad8eccee6d9dc0e1d7,000026.SZ,飞亚达,2024-06-30,0.011071475,0.0024726018,-0.034248717,-0.09582232,0.1157766,-0.019429643,4,0.11577659845352173
4b435def86626774d67aa49b,000027.SZ,深圳能源,2024-06-15,-0.10118405,0.33629102,-0.18706128,-0.08273106,-0.27212384,0.13086751,1,0.33629101514816284
a8d7456c4394390460df0144,000028.SZ,国药一致,2024-06-30,-0.25747797,0.34322673,-0.24218085,0.1895815,-0.34979498,0.1415653,1,0.34322673082351685
8438101de2099c12a07a9f2a,000029.SZ,深深房Ａ,2024-06-30,-0.13091047,0.18486139,-0.1476608,-0.014149787,-0.19840801,0.76245296,5,0.7624529600143433
6396be9ae4c1dbf1bfcda3e3,000030.SZ,富奥股份,2024-06-15,0.1426838,-0.15502757,-0.023150368,-0.20848332,0.3184429,-0.05074736,4,0.3184429109096527
004d46b929a97f9ea5dd2310,000031.SZ,大悦城,2024-06-30,-0.22311625,0.3301614,-0.20338601,0.03778707,-0.3048997,0.1643793,1,0.3301613926887512
a059a4ca774761098dd3aec9,000032.SZ,深桑达Ａ,2024-06-30,-0.098686814,0.42932415,-0.37439266,-0.031741012,-0.17316158,0.08897683,1,0.4293241500854492
2429bea8707227689c177727,000034.SZ,神州数码,2024-06-15,-0.11654736,0.4443529,-0.43304184,0.003403537,-0.16251723,0.18715549,1,0.4443528950214386
e7af61ccba63514386e9a3d3,000035.SZ,中国天楹,2024-06-15,-0.1690807,0.45257634,-0.1441252,-0.068139486,-0.43077943,0.17746821,1,0.45257633924484253
